stock_code,transaction_date,window_id,order_age_missing_count,window_close_price,active_inferred_count,small_passive_buy_amount,order_age_fifo_count,active_buy_count,deal_amount,Q_rule_t,small_passive_sell_amount,signal_deal_buy_amount,window_trade_count,R_seed_t,order_age_unresolved_count,large_active_buy_amount,large_active_sell_amount,passive_quant_amount,passive_retail_amount,side_fallback_count,order_age_direct_count,active_buy_amount,pi_max_price_impact_pct,order_age_recovered_count,active_sell_amount,window_open_price,active_sell_count,active_non_large_amount,signed_large_active_amount,CH_rule_t,signed_mix_qr_amount,signal_deal_sell_amount,unknown_side_amount
000419.SZ,20260709,39,0,4.58,141,95504,0,53,303854,-174356,206518,95504,144,0,0,0,1832,-459,0,0,144,63374,0,144,239103,4.59,88,-173897,-1832,-1832,-111014,208350,0
000419.SZ,20260709,40,0,4.59,56,189567,0,36,336654,63594,147087,189567,56,0,0,0,0,0,0,0,56,200124,0.0021834061135370714,56,136530,4.58,20,63594,0,0,42480,147087,0
000419.SZ,20260709,41,0,4.59,74,12880,0,22,108352,-82592,95472,12880,74,0,0,0,0,0,0,0,74,12880,0,74,95472,4.6,52,-82592,0,0,-82592,95472,0
000419.SZ,20260709,42,0,4.59,249,183715,0,95,358112,-174282,174397,183715,249,0,0,0,0,0,0,0,249,91915,0,249,266197,4.6,154,-174282,0,0,9318,174397,0
000419.SZ,20260709,43,0,4.59,132,138804,0,42,317326,-95716,178522,138804,132,0,0,0,0,0,0,0,132,110805,0,132,206521,4.59,90,-95716,0,0,-39718,178522,0
000419.SZ,20260709,44,0,4.61,336,995894,0,234,1406754,733328,330646,1076108,336,0,0,80214,0,0,0,0,336,1110148,0.004357298474945635,336,296606,4.59,102,733328,80214,80214,665248,330646,0
000419.SZ,20260709,45,0,4.62,187,103307,0,51,398460,-235644,293773,103307,208,0,0,0,1380,9681.000000000002,0,0,208,71037,0.0021691973969630773,208,317742,4.6,136,-245325,-1380,-1380,-190466,295153,0
000419.SZ,20260709,46,0,4.63,222,463285,0,149,649645,295621,124318,493843,230,0,0,62042,0,7392,0,0,230,496262,0.002164502164502118,230,145991,4.62,73,288229,62042,62042,338967,155802,0
000419.SZ,20260709,47,0,4.61,103,344368,0,46,474834,166422,130002,344832,103,0,0,463.99999999999994,0,0,0,0,103,320860,-0.004319654427645697,103,153974,4.63,57,166422,463.99999999999994,463.99999999999994,214366,130002,0
000420.SZ,20260709,0,1,3.8,1666,5209340,5,1143,10980906,1911800,4785248,5912796,1683,0,1,666412,319906,-66196,0,0,1677,6616954,-0.0026246719160105594,1682,4292452,3.81,523,1977996,346506,346506,424092,5068110,0
000420.SZ,20260709,1,0,3.81,1284,4585438,0,714,6224705,3104881,1584755,4618290,1284,0,0,32852,21660,0,0,0,1284,4670389,0.002631578947368482,1284,1554316,3.8,570,3104881,11192,11192,3000683,1606415,0
000420.SZ,20260709,2,0,3.8,668,1012394,1,215,3196557,-1185485,2184163,1012394,668,0,0,0,0,0,0,0,667,1005536,-0.0026246719160105594,668,2191021,3.82,453,-1185485,0,0,-1171769,2184163,0
000420.SZ,20260709,3,0,3.79,781,1432478,1,287,5440863,-2560775,3975033,1432478,781,0,0,0,33352,0,0,0,780,1423368,-0.002631578947368365,781,4017495,3.81,494,-2560775,-33352,-33352,-2542555,4008385,0
000420.SZ,20260709,4,0,3.8,705,2490792,0,499,3520755,1456297,1023883,2496872,705,0,0,6080,0,0,0,0,705,2491566,0.0026385224274405768,705,1029189,3.79,206,1456297,6080,6080,1466909,1023883,0
000420.SZ,20260709,5,0,3.81,633,2760005,1,397,4892103,525690,2130955,2761148,633,0,0,1143,0,0,0,0,632,2709468,0.002631578947368482,633,2182635,3.8,236,525690,1143,1143,629050,2130955,0
000420.SZ,20260709,6,0,3.79,640,1593029,0,299,3745864,-1359522,2148299,1593029,640,0,0,0,4536,0,0,0,640,1190903,-0.005249343832021002,640,2554961,3.81,341,-1359522,-4536,-4536,-555270,2152835,0
000420.SZ,20260709,7,0,3.79,535,893556,0,337,1831299,130573,778143,1053156,535,0,0,159600,0,0,0,0,535,1060736,0,535,770563,3.79,198,130573,159600,159600,115413,778143,0
000420.SZ,20260709,8,0,3.79,465,926343,0,299,1781374,100116,855031,926343,465,0,0,0,0,0,0,0,465,940745,0,465,840629,3.79,166,100116,0,0,71312,855031,0
000420.SZ,20260709,9,0,3.8,486,620195,0,165,1499638,-251668,879443,620195,486,0,0,0,0,0,0,0,486,623985,0.0026385224274405768,486,875653,3.8,321,-251668,0,0,-259248,879443,0
000420.SZ,20260709,10,0,3.78,480,542834,0,161,1764520,-661842,1204676,542834,482,0,0,0,17010,-4548,0,0,482,542834,-0.005263157894736847,482,1217138,3.79,319,-657294,-17010,-17010,-661842,1221686,0
000420.SZ,20260709,11,0,3.78,671,922039,0,186,5652969,-3162823,4730930,922039,671,0,0,0,0,0,0,0,671,1245073,0,671,4407896,3.79,485,-3162823,0,0,-3808891,4730930,0
000420.SZ,20260709,12,0,3.75,1287,1111633,0,240,10067476,-4644631,5950134,1320592,1287,0,0,15834,2989875,0,0,0,1287,1224402,-0.007936507936507886,1287,8843074,3.77,1047,-4644631,-2974041,-2974041,-4838501,8746884,0
000420.SZ,20260709,13,0,3.75,748,2518563,1,349,6613897,-2781785,4090084,2523813,748,0,0,5250,0,0,0,0,747,1918681,0,748,4695216,3.75,399,-2781785,5250,5250,-1571521,4090084,0
000420.SZ,20260709,14,0,3.74,615,2550560,0,394,5967336,374342,2569666,2550560,615,0,0,0,847110,0,0,0,615,2747284,-0.0026666666666666098,615,3220052,3.75,221,374342,-847110,-847110,-19106,3416776,0
000420.SZ,20260709,15,0,3.74,552,1677019,0,265,5741537,-911451,2711890,2283647,552,0,0,606628,746000,0,0,0,552,2345357,0,552,3396180,3.75,287,-911451,-139372,-139372,-1034871,3457890,0
000420.SZ,20260709,16,0,3.73,585,1799758,0,318,3744879,-75755,1928621,1816258,585,0,0,16500,0,0,0,0,585,1842812,-0.0026737967914439117,585,1902067,3.74,267,-75755,16500,16500,-128863,1928621,0
000420.SZ,20260709,17,0,3.72,509,1106577.58,0,196,4672265,-2548973,3565687.42,1106577.58,509,0,0,0,0,0,0,0,509,1061646,-0.002680965147453026,509,3610619,3.74,313,-2548973,0,0,-2459109.84,3565687.42,0
000420.SZ,20260709,18,0,3.73,524,1585623,0,452,2638011,533235,1052388,1585623,524,0,0,0,0,0,0,0,524,1585623,0.0026881720430106952,524,1052388,3.73,72,533235,0,0,533235,1052388,0
000420.SZ,20260709,19,0,3.73,576,1339816,0,349,3468400,-788768,2128584,1339816,576,0,0,0,0,0,0,0,576,1339816,0,576,2128584,3.73,227,-788768,0,0,-788768,2128584,0
000420.SZ,20260709,20,0,3.72,667,859635,0,237,2346091,-640957,1486456,859635,667,0,0,0,0,0,0,0,667,852567,-0.002680965147453026,667,1493524,3.73,430,-640957,0,0,-626821,1486456,0
000420.SZ,20260709,21,0,3.7,1113,1868329,0,433,8617769,-3051358,5940611,1869448,1113,0,0,1119,807710,0,0,0,1113,2379910,-0.00537634408602151,1113,6237859,3.72,680,-3051358,-806591,-806591,-4072282,6748321,0
000420.SZ,20260709,22,0,3.7,484,2211182,0,317,4220919,377579,2004543,2216376,484,0,0,5194,0,0,0,0,484,2301846,0,484,1919073,3.7,167,377579,5194,5194,206639,2004543,0
000420.SZ,20260709,23,0,3.7,359,1450239,0,254,2546179,354299,1095940,1450239,359,0,0,0,0,0,0,0,359,1450239,0,359,1095940,3.71,105,354299,0,0,354299,1095940,0
000420.SZ,20260709,24,0,3.71,689,2765205,2,415,4739425,836305,1942998,2791617,689,0,0,26412,4810,0,0,0,687,2798666,0.002702702702702645,689,1940759,3.7,274,836305,21602,21602,822207,1947808,0
000420.SZ,20260709,25,0,3.72,447,2217265,0,363,2782870,1650176,565605,2217265,447,0,0,0,0,0,0,0,447,2216523,0.0026954177897574746,447,566347,3.71,84,1650176,0,0,1651660,565605,0
000420.SZ,20260709,26,0,3.72,437,1605778,0,390,2143635,1068665,537857,1605778,437,0,0,0,0,0,0,0,437,1606150,0,437,537485,3.72,47,1068665,0,0,1067921,537857,0
000420.SZ,20260709,27,0,3.71,273,140831,0,47,2528635,-2246973,2387804,140831,273,0,0,0,0,0,0,0,273,140831,-0.0026881720430108145,273,2387804,3.73,226,-2246973,0,0,-2246973,2387804,0
000420.SZ,20260709,28,0,3.69,344,351161,0,99,3661893,-2899631,3307772,351161,344,0,0,0,2960,0,0,0,344,379651,-0.005390835579514829,344,3282242,3.72,245,-2899631,-2960,-2960,-2956611,3310732,0
000420.SZ,20260709,29,0,3.7,283,1520289,0,212,2155407,885171,635118,1520289,283,0,0,0,0,0,0,0,283,1520289,0.002710027100271065,283,635118,3.7,71,885171,0,0,885171,635118,0
000420.SZ,20260709,30,0,3.7,246,811573,0,101,2259940,-665654,1448367,811573,246,0,0,0,0,0,0,0,246,797143,0,246,1462797,3.7,145,-665654,0,0,-636794,1448367,0
000420.SZ,20260709,31,0,3.7,282,1887707,0,189,2727058,1049098,838609,1888449,282,0,0,742,0,0,0,0,282,1888449,0,282,838609,3.7,93,1049098,742,742,1049098,838609,0
000420.SZ,20260709,32,0,3.71,389,1848341,3,215,5912832,-603218,2959829,2887883,389,0,0,1039542,65120,0,0,0,386,3142018,0.002702702702702645,389,2770814,3.71,174,-603218,974422,974422,-1111488,3024949,0
000420.SZ,20260709,33,0,3.71,291,602966,0,95,1953610,-772164,1350644,602966,291,0,0,0,0,0,0,0,291,590723,0,291,1362887,3.7,196,-772164,0,0,-747678,1350644,0
000420.SZ,20260709,34,0,3.71,315,796452,0,98,2211075,-618171,1414623,796452,315,0,0,0,0,0,0,0,315,796452,0,315,1414623,3.72,217,-618171,0,0,-618171,1414623,0
000420.SZ,20260709,35,0,3.72,446,2225304,0,268,3953438,497170,1728134,2225304,446,0,0,0,0,0,0,0,446,2225304,0.0026954177897574746,446,1728134,3.71,178,497170,0,0,497170,1728134,0
000420.SZ,20260709,36,0,3.73,528,954625,0,183,2383066,-561608,1428441,954625,528,0,0,0,0,0,0,0,528,910729,0.0026881720430106952,528,1472337,3.73,345,-561608,0,0,-473816,1428441,0
000420.SZ,20260709,37,0,3.72,448,378222,0,70,2632914,-1876470,2254692,378222,448,0,0,0,0,0,0,0,448,378222,-0.002680965147453026,448,2254692,3.73,378,-1876470,0,0,-1876470,2254692,0
000420.SZ,20260709,38,0,3.73,554,2188018,2,258,4626879,-319101,2438487,2188392,554,0,0,374,0,0,0,0,552,2154076,0.0026881720430106952,554,2472803,3.72,296,-319101,374,374,-250469,2438487,0
000420.SZ,20260709,39,0,3.72,517,1730876,0,199,3412830,115316,1681954,1730876,517,0,0,0,0,0,0,0,517,1764073,-0.002680965147453026,517,1648757,3.73,318,115316,0,0,48922,1681954,0
000420.SZ,20260709,40,0,3.72,301,1199568,2,196,2492905,103921,1293337,1199568,301,0,0,0,0,0,0,0,299,1298413,0,301,1194492,3.73,105,103921,0,0,-93769,1293337,0
000420.SZ,20260709,41,0,3.74,513,1910868,2,260,4431882,622927,1288687,3143195,513,0,0,1232327,0,0,0,0,511,3143568,0.00537634408602151,513,1288314,3.72,253,622927,1232327,1232327,622181,1288687,0
000420.SZ,20260709,42,0,3.74,619,897590,2,161,3199447,-1068645,2216067,897590,656,0,0,0,85790,-88638,0,0,654,978000,0,656,2043797,3.74,458,-980007,-85790,-85790,-1318477,2301857,0
000420.SZ,20260709,43,0,3.73,534,519863,0,152,4045836,-3050120,3524477,521359,534,0,0,1496,0,0,0,0,534,498606,-0.0026737967914439117,534,3547230,3.73,382,-3050120,1496,1496,-3004614,3524477,0
000420.SZ,20260709,44,0,3.76,1004,5713212,0,651,8955768,3038190,2462596,6493172,1004,0,0,779960,0,0,0,0,1004,6386959,0.008042895442359197,1004,2568809,3.73,353,3038190,779960,779960,3250616,2462596,0
000420.SZ,20260709,45,0,3.76,1065,3162616,0,708,5711059,1210990,2508858,3202201,1088,0,0,39585,0,-68808,0,0,1088,3440961,0,1088,2121578,3.75,357,1279798,39585,39585,653758,2508858,0
000420.SZ,20260709,46,0,3.75,1149,3220747,1,712,8628735,1181847,5379384,3243367,1167,0,0,22620,5984,-127438,0,0,1166,4804957,-0.00265957446808505,1167,3479036,3.76,437,1309285,16636,16636,-2158637,5385368,0
000420.SZ,20260709,47,0,3.75,800,1618997,0,174,4165023,-2448485,1730482,2434541,800,0,0,815544,0,0,0,0,800,1266041,0,800,2898982,3.75,626,-2448485,815544,815544,-111485,1730482,0
000421.SZ,20260709,0,0,5.14,842,1018407,0,367,2681430,-328291,1374404,1155749,933,0,0,137342,151277,-11964,0,0,933,1083756,-0.0019417475728156649,933,1414018,5.15,475,-316327,-13935,-13935,-355997,1525681,0
000421.SZ,20260709,1,0,5.14,434,506303,0,233,1176215,-66625,656626,506303,435,0,0,0,13286,-512,0,0,435,548152,0,435,627551,5.14,201,-66113,-13286,-13286,-150323,669912,0
000421.SZ,20260709,2,0,5.18,378,575050,0,240,1526379,72248,307850,772009,378,0,0,617679,25800,0,0,0,378,1095253,0.007782101167315182,378,431126,5.14,138,72248,591879,591879,267200,754370,0
000421.SZ,20260709,3,0,5.17,420,739842,0,132,1218041,-573305,475623,742418,421,0,0,2576,0,1548,0,0,421,322108,-0.0019305019305018896,421,894385,5.17,288,-574853,2576,2576,264219,475623,0
000421.SZ,20260709,4,0,5.18,214,676677,0,109,885430,468972,208753,676677,218,0,0,0,0,-4128,0,0,218,676169,0.001934235976789127,218,203069,5.17,105,473100,0,0,467924,208753,0
000421.SZ,20260709,5,0,5.18,312,779762,13,204,1306399,380516,522990,783409,322,0,0,3647,0,4682,0,0,309,831765,0,322,452284,5.18,108,375834,3647,3647,256772,522990,0
000421.SZ,20260709,6,0,5.15,360,397536,0,72,868980,-544262,471444,397536,360,0,0,0,0,0,0,0,360,162359,-0.005791505791505668,360,706621,5.17,288,-544262,0,0,-73908,471444,0
000421.SZ,20260709,7,0,5.15,327,531713,0,132,1006232,-201404,428145,559577,327,0,0,35088,11286,0,0,0,327,414315,0,327,591917,5.16,195,-201404,23802,23802,103568,446655,0
000421.SZ,20260709,8,0,5.14,162,127677,0,44,321658,-147530,193981,127677,174,0,0,0,0,-1545,0,0,174,80884,-0.0019417475728156649,174,226869,5.15,118,-145985,0,0,-66304,193981,0
000421.SZ,20260709,9,0,5.14,80,57144,0,33,108013,9359,50869,57144,80,0,0,0,0,0,0,0,80,58686,0,80,49327,5.14,47,9359,0,0,6275,50869,0
000421.SZ,20260709,10,0,5.12,212,358801,0,123,832208,36539,472896,358801,239,-48034,0,0,511.00000000000006,-61835,-48034,0,239,408567,-0.0038910505836575048,239,310704,5.13,89,98374,-511.00000000000006,-511.00000000000006,-114095,473407,0
000421.SZ,20260709,11,0,5.09,312,158132,0,33,1425532,-971329,1129461,185618,312,0,0,0,137939,0,0,0,312,158132,-0.005859375000000049,312,1267400,5.12,279,-971329,-137939,-137939,-971329,1239914,0
000421.SZ,20260709,12,0,5.07,362,280856,0,140,1176645,-507447,895789,280856,363,0,0,0,0,19773,0,0,363,314826,-0.003929273084479288,363,842046,5.08,222,-527220,0,0,-614933,895789,0
000421.SZ,20260709,13,0,5.07,202,149018,0,109,794386,-434532,645368,149018,204,0,0,0,0,-1014,0,0,204,179927,0,204,613445,5.06,93,-433518,0,0,-496350,645368,0
000421.SZ,20260709,14,0,5.07,122,197857,0,67,313182,89616,115325,197857,122,0,0,0,0,0,0,0,122,201399,0,122,111783,5.06,55,89616,0,0,82532,115325,0
000421.SZ,20260709,15,0,5.07,111,196744,0,88,291430,116280,81478,205380,111,0,0,13208,0,0,0,0,111,210459,0,111,80971,5.06,23,116280,13208,13208,115266,86050,0
000421.SZ,20260709,16,0,5.08,157,193624,0,125,299715,34999,106091,193624,157,0,0,0,0,0,0,0,157,167357,0.001972386587771161,157,132358,5.08,32,34999,0,0,87533,106091,0
000421.SZ,20260709,17,0,5.07,96,43125,0,29,218180,-116750,159875,43125,96,0,0,0,15180,0,0,0,96,43125,-0.001968503937007832,96,175055,5.08,67,-116750,-15180,-15180,-116750,175055,0
000421.SZ,20260709,18,0,5.07,172,101302,0,78,235408,-36851.999999999985,134106,101302,177,0,0,0,0,-4056,0,0,177,98264,0,177,131060,5.07,94,-32795.999999999985,0,0,-32803.999999999985,134106,0
000421.SZ,20260709,19,0,5.08,79,32983,0,35,154090,-87110,121107,32983,80,0,0,0,0,-507,0,0,80,33490,0.001972386587771161,80,120093,5.07,44,-86603,0,0,-88124,121107,0
000421.SZ,20260709,20,0,5.08,101,80196,0,25,170441,-77987,90245,80196,101,0,0,0,0,0,0,0,101,46227,0,101,124214,5.07,76,-77987,0,0,-10049,90245,0
000421.SZ,20260709,21,0,5.08,71,75190,0,49,180335,-13699,105145,75190,72,0,0,0,0,508,0,0,72,82810,0,72,97017,5.08,22,-14207,0,0,-29955,105145,0
000421.SZ,20260709,22,0,5.07,104,142622,0,62,315916,37380,173294,142622,108,0,0,0,0,-4563,0,0,108,175127,-0.001968503937007832,108,133184,5.08,42,41943,0,0,-30672,173294,0
000421.SZ,20260709,23,0,5.07,86,150089,0,49,387554,-185517.99999999997,237465,150089,86,0,0,0,0,0,0,0,86,101018,0,86,286536,5.06,37,-185517.99999999997,0,0,-87375.99999999999,237465,0
000421.SZ,20260709,24,0,5.06,173,97436,0,38,340750,-190494,242302,97436,174,0,0,0,1011.9999999999999,-7620,0,0,174,74622,-0.0019723865877713364,174,258508,5.08,135,-182874,-1011.9999999999999,-1011.9999999999999,-144866,243314,0
000421.SZ,20260709,25,0,5.08,107,99936,0,79,150101,56883,50165,99936,107,0,0,0,0,0,0,0,107,103492,0.003952569169960566,107,46609,5.06,28,56883,0,0,49771,50165,0
000421.SZ,20260709,26,0,5.07,65,49784,0,26,163929,-64361,114145,49784,65,0,0,0,0,0,0,0,65,49784,-0.001968503937007832,65,114145,5.08,39,-64361,0,0,-64361,114145,0
000421.SZ,20260709,27,0,5.05,321,219811,0,144,1505136,-449612,1160343,219811,328,0,0,0,124981.99999999999,2023.9999999999993,0,0,328,459705,-0.003944773175542498,328,1036323,5.07,177,-451636,-124981.99999999999,-124981.99999999999,-940532,1285325,0
000421.SZ,20260709,28,0,5.04,130,253161,0,73,473464,-97551,215758,257706,132,0,0,4545,0,4032,0,0,132,186197,-0.001980198019801938,132,283235,5.04,57,-101583,4545,4545,37403,215758,0
000421.SZ,20260709,29,0,5.07,89,168408,0,68,229079,120919,47489,181590,89,0,0,13182,0,0,0,0,89,181590,0.0059523809523810015,89,47489,5.05,21,120919,13182,13182,120919,47489,0
000421.SZ,20260709,30,0,5.05,145,117392,0,98,225644,16224,108252,117392,148,0,0,0,0,505.99999999999994,0,0,148,119922,-0.003944773175542498,148,104204,5.06,47,15718,0,0,9140,108252,0
000421.SZ,20260709,31,0,5.07,151,127697,0,48,312708,-75566,185011,127697,161,0,0,0,0,-4563,0,0,161,109952,0.003960396039604052,161,180955,5.06,103,-71003,0,0,-57314,185011,0
000421.SZ,20260709,32,0,5.07,45,145009,0,37,161711,131349,16702,145009,45,0,0,0,0,0,0,0,45,146530,0,45,15181,5.07,8,131349,0,0,128307,16702,0
000421.SZ,20260709,33,0,5.07,92,278376,0,32,482169,68499,203793,278376,92,0,0,0,0,0,0,0,92,275334,0,92,206835,5.08,60,68499,0,0,74583,203793,0
000421.SZ,20260709,34,0,5.07,94,135434,0,42,368405,-88411,232971,135434,94,0,0,0,0,0,0,0,94,139997,0,94,228408,5.07,52,-88411,0,0,-97537,232971,0
000421.SZ,20260709,35,0,5.08,192,435571,0,122,544584,352964,109013,435571,201,0,0,0,0,-9126,0,0,201,448267,0.001972386587771161,201,86177,5.07,70,362090,0,0,326558,109013,0
000421.SZ,20260709,36,0,5.08,252,267506,0,156,599223,20650,324082,275141,283,0,0,7635,0,16764,0,0,283,293434,0,283,281913,5.09,96,3886,7635,7635,-56576,324082,0
000421.SZ,20260709,37,0,5.08,126,115346,0,48,281830,-62314,166484,115346,130,0,0,0,0,-5070,0,0,130,108744,0,130,165988,5.09,78,-57244,0,0,-51138,166484,0
000421.SZ,20260709,38,0,5.08,163,352538,0,117,545100,315118,192562,352538,163,0,0,0,0,0,0,0,163,430109,0,163,114991,5.08,46,315118,0,0,159976,192562,0
000421.SZ,20260709,39,0,5.08,262,356261,0,112,686182,-67871,308120,356261,276,0,0,0,21801,13244,0,0,276,264673,0,276,367589,5.09,150,-81115,-21801,-21801,48141,329921,0
000421.SZ,20260709,40,0,5.09,179,273550,0,145,570143,-27586,294048,276095,180,0,0,2545,0,-508,0,0,180,272551,0.001968503937007832,180,297084,5.08,34,-27078,2545,2545,-20498,294048,0
000421.SZ,20260709,41,0,5.09,141,247899,0,85,354630,101976,106221,248409,143,0,0,509.99999999999994,0,5599,0,0,143,222959,0,143,126072,5.09,56,96377,509.99999999999994,509.99999999999994,141678,106221,0
000421.SZ,20260709,42,0,5.08,323,219896,0,129,629836,-69826,409940,219896,342,0,0,0,0,-23923,0,0,342,272370,-0.001964636542239644,342,318273,5.1,194,-45903,0,0,-190044,409940,0
000421.SZ,20260709,43,0,5.1,135,297117,0,49,467120,53818,170003,297117,136,0,0,0,0,-509,0,0,136,260469,0.003937007874015664,136,206142,5.09,86,54327,0,0,127114,170003,0
000421.SZ,20260709,44,0,5.11,188,251533,0,116,422346,39920,170813,251533,198,0,0,0,0,-10710,0,0,198,230623,0.001960784313725623,198,179993,5.09,72,50630,0,0,80720,170813,0
000421.SZ,20260709,45,0,5.12,342,616780,0,156,1061936,103138,439036,616780,373,0,0,0,6120,-42924,0,0,373,574878,0.0019569471624265727,373,434936,5.11,186,146062,-6120,-6120,177744,445156,0
000421.SZ,20260709,46,0,5.1,194,89429,0,59,555696,-376838,466267,89429,194,0,0,0,0,0,0,0,194,89429,-0.00390625000000009,194,466267,5.12,135,-376838,0,0,-376838,466267,0
000421.SZ,20260709,47,0,5.1,91,115966,0,59,431214,18140.000000000004,315248,115966,91,0,0,0,0,0,0,0,91,224677,0,91,206537,5.1,32,18140.000000000004,0,0,-199282,315248,0
000422.SZ,20260709,0,0,13.03,1402,6369349,4,740,16733988.45,412628,6802291,7672367,1630,111470,0,2336998,1225350.45,-307969,111470,0,1626,8244664,0.008513931888544848,1630,6412419.45,12.92,662,720597,1111647.55,1111647.55,-432942,9061621.45,0
000422.SZ,20260709,1,0,13.05,672,3946945,0,375,9005445,-7959,3314446,4306638,774,0,0,368807,1375247,264158,0,0,774,3165991,0.0015349194167307253,774,4444548,13.03,297,-272117,-1006440,-1006440,632499,4698807,0
000422.SZ,20260709,2,0,13.03,785,4709365,0,383,13699639,80320,5560783,7141832,797,0,0,2432467,997024,91277,0,0,797,7486395,-0.0015325670498085324,797,6061909,13.05,402,-10957.000000000007,1435443,1435443,-851418,6557807,0
000422.SZ,20260709,3,0,12.97,975,3004016,2,345,10775787,-4784402,7251356,3149815,1016,0,0,118465,401950,-163773,0,0,1014,2778629,-0.004604758250191767,1016,7682743,13.02,630,-4620629,-283485,-283485,-4247340,7625972,0
000422.SZ,20260709,4,0,12.95,1105,4081708.94,4,480,12331201,-3497628.0600000005,7473391,4590334.9399999995,1120,0,0,331551.06,444550,-22128,0,0,1116,4324005,-0.0015420200462607054,1120,7912504,12.98,625,-3475500.0600000005,-112998.94,-112998.94,-3391682.0600000005,7740866.0600000005,0
000422.SZ,20260709,5,0,13,690,4338481,1,459,7092383,2564255,1940390,4887598,704,0,0,359675,453837,-24603,0,0,703,4756513,0.003861003861003916,704,2261817,12.95,231,2588858,-94162,-94162,2398091,2204785,0
000422.SZ,20260709,6,0,12.92,574,2251108,3,336,5252175,-210302,2624518,2286123,584,0,0,35015,341534,32388,0,0,581,2324902,-0.006153846153846159,584,2874111,13,238,-242690,-306519,-306519,-373410,2966052,0
000422.SZ,20260709,7,0,12.93,688,2060505.1,1,289,6612222,-2132291.8,4515536.9,2078611.1,706,0,0,18106,18074,-37440,0,0,705,2205124.1,0.0007739938080495191,706,4299943.9,12.92,399,-2094851.7999999998,32,32,-2455031.8,4533610.9,0
000422.SZ,20260709,8,0,12.96,334,2600756,1,247,4879605,1298425,1600285,2849392,338,0,0,673396,5168,-27174,0,0,337,3423129,0.002320185614849276,338,1429302,12.93,87,1325599,668228,668228,1000471,2030213,0
000422.SZ,20260709,9,0,13.14,1328,5118632,0,1021,29104807,2512982,5185360,22000653,1395,0,0,18640695,160120,-92338,0,0,1395,24571417,0.013888888888888866,1395,3485522,12.95,307,2605320,18480575,18480575,-66728,7104154,0
000422.SZ,20260709,10,0,13.12,573,3104955,0,307,5949561,-28155,2710704,3215257,574,0,0,110302,23600,2624,0,0,574,3001430,-0.0015220700152208029,574,2945507,13.14,266,-30779,86702,86702,394251,2734304,0
000422.SZ,20260709,11,0,13.09,363,1279503.1,1,155,3337366.58,-624670.9,1922944,1400060.58,368,0,0,120557.48,14362,139647,0,0,367,1269798.58,-0.00228658536585361,368,1927921,13.11,208,-764317.9,106195.48,106195.48,-643440.9,1937306,0
000422.SZ,20260709,12,0,13.03,314,883771.88,1,121,3021364.89,-711652.11,1603004.01,883771.88,317,0,0,0,534589,10615.880000000001,0,0,316,875640.01,-0.0045836516424752095,317,2132497,13.09,193,-722267.99,-534589,-534589,-719232.13,2137593.01,0
000422.SZ,20260709,13,0,13.03,315,1452253,0,175,3247177,-174609,1754554,1467896,321,0,0,15643,24727,-6510,0,0,321,1518722,0,321,1695905,13.03,140,-168099,-9084,-9084,-302301,1779281,0
000422.SZ,20260709,14,0,13.05,627,2823617,0,340,5281743,453492,2061219,2885043,641,0,0,61426,335481,-57547,0,0,641,2695281,0.0015349194167307253,641,2458297,13.04,287,511039,-274055,-274055,762398,2396700,0
000422.SZ,20260709,15,0,12.99,368,1866215,0,146,6414356,-1510902,3134455,1913141,371,0,0,45624,1368062,-42939,0,0,371,1790508,-0.0045977011494253255,371,4580909,13.07,222,-1467963,-1322438,-1322438,-1268240,4501215,0
000422.SZ,20260709,16,0,13.04,340,2130450,3,209,4005549,263516,1491364,2317201,350,0,0,186751,196984,-131,0,0,347,2087813,0.0038491147036180855,350,1834399,12.98,131,263647,-10233,-10233,639086,1688348,0
000422.SZ,20260709,17,0,13.02,228,847662,3,83,2776186,-1295990,1861998,868550,229,0,0,20888,45638,-3906,0,0,226,727723,-0.001533742331288311,229,2044557,13.05,145,-1292084,-24750,-24750,-1014336,1907636,0
000422.SZ,20260709,18,0,13.04,415,1354877,0,222,4376211,-293400,1486923,2470579,420,0,0,86102,1448309,-19527,0,0,420,1355086,0.001536098310291826,420,2991166,13.03,193,-273873,-1362207,-1362207,-132046,1905632,0
000422.SZ,20260709,19,0,13.07,354,1820801,0,249,2993509,719900,1074699,1918810,358,0,0,98009,0,-3922,0,0,358,1901797,0.0023006134969326027,358,1079966,13.03,105,723822,98009,98009,746102,1074699,0
000422.SZ,20260709,20,0,13.07,223,1193097,0,162,2320191,383151,1099664,1220527,227,0,0,27430,0,-3911,0,0,227,1362776,0,227,948284,13.07,61,387062,27430,27430,93433,1099664,0
000422.SZ,20260709,21,0,13.06,361,1454216.6800000002,2,193,3068930.7199999997,-269874.32,1419005,1649925.7200000002,368,0,0,195709.03999999998,0,-79623,0,0,366,1472549.7200000002,-0.0007651109410864412,368,1467092,13.07,168,-190251.32,195709.03999999998,195709.03999999998,35211.679999999986,1419005,0
000422.SZ,20260709,22,0,13.03,255,1370613,0,163,2676608,463792,985381,1429336,270,0,0,58723,261891,-151260,0,0,270,1434712,-0.0022970903522206076,270,1022828,13.06,92,615052,-203168,-203168,385232,1247272,0
000422.SZ,20260709,23,0,13.05,138,1345052,0,98,1885999,804105,540947,1345052,138,0,0,0,0,0,0,0,138,1345052,0.0015349194167307253,138,540947,13.04,40,804105,0,0,804105,540947,0
