stock_code,transaction_date,window_id,order_age_fifo_count,window_open_price,deal_amount,Q_rule_t,active_buy_amount,active_sell_count,CH_rule_t,active_buy_count,side_fallback_count,large_active_sell_amount,order_age_unresolved_count,order_age_missing_count,passive_retail_amount,window_close_price,small_passive_buy_amount,pi_max_price_impact_pct,signal_deal_sell_amount,order_age_recovered_count,window_trade_count,active_inferred_count,active_non_large_amount,unknown_side_amount,order_age_direct_count,signed_large_active_amount,signal_deal_buy_amount,small_passive_sell_amount,R_seed_t,signed_mix_qr_amount,passive_quant_amount,large_active_buy_amount,active_sell_amount
000429.SZ,20260709,28,0,13.85,1255910,-435183,339160,164,-75935,62,0,82860,0,0,0,13.82,512068,-0.0036049026676278975,736917,241,241,226,-451817,0,241,-75935,518993,654057,0,-141989,16634,6925,866912
000429.SZ,20260709,29,0,13.81,1987620,-995934,493793,265,42962,73,0,17982,0,0,0,13.84,1080914,0.001447178002894325,845762,343,343,338,-1016697,0,343,42962,1141858,827780,0,253134,20763,60944,1467528
000429.SZ,20260709,30,0,13.84,1697444,16521,881619,135,287619,172,0,1389,0,0,30514,13.9,778366,0.004335260115606972,727364,348,348,307,-48511,0,348,287619,970080,628681,30514,149685,65032,289008,642511
000429.SZ,20260709,31,0,13.9,748398,-513614,113922,148,-6940,43,0,6940,0,0,0,13.9,199953,0,548445,193,193,191,-505286,0,193,-6940,199953,541505,0,-341552,-8328,0,626148
000429.SZ,20260709,32,1,13.89,1577545,542386,985647,108,45963,132,0,27760,0,0,0,13.91,991138,0.0007194244604316393,512684,258,258,240,446476,0,257,45963,1064861,484924,0,506214,95910,73723,493208
000429.SZ,20260709,33,2,13.91,2441380,-1041734,636731,241,5580,178,0,18050,0,0,-45696,13.9,851944,-0.0007189072609633204,1565806,454,454,419,-752831,0,452,5580,875574,1547756,-45696,-695812,-288903,23630,1383982
000429.SZ,20260709,34,3,13.9,1806605,-685291,555135,204,-11044,97,0,34725,0,0,0,13.89,603743,-0.0007194244604316393,1200076,310,310,301,-501463,0,307,-11044,606529,1144456,0,-540713,-183828,23681,1067642
000429.SZ,20260709,35,0,13.89,1297684,-691624,353070,203,100080,84,0,0,0,0,0,13.89,252990,0,944614,287,287,287,-691624,0,287,100080,353070,944614,0,-691624,0,100080,944614
000429.SZ,20260709,36,11,13.89,2443762,1051766,1875832,166,256136,295,0,5572,0,0,0,13.94,1607154,0.0035997120230380803,579079,461,461,461,1051766,0,450,256136,1864683,569328,0,1037826,0,261708,567930
000429.SZ,20260709,37,0,13.95,1245198,-28976,589992,159,-8358,129,0,8358,0,0,0,13.95,644355,0.0007173601147776031,600843,298,298,288,-38734,0,298,-8358,644355,592485,0,51870,9758,0,637084
000429.SZ,20260709,38,0,13.94,1447754,118761,767272,139,-15279,143,0,40352,0,0,0,13.9,714369,-0.0035842293906809273,704136,292,292,282,131280,0,292,-15279,743618,667960,0,46409,-12519,25073,651271
000429.SZ,20260709,39,4,13.9,1774726,-120310,872480,234,98898,164,0,27797,0,0,0,13.9,825062,0,822969,403,403,398,-120311,0,399,98898,951757,795172,0,29890,1,126695,893893
000429.SZ,20260709,40,0,13.9,1928704,-93934,764582,198,36194,109,0,8335,0,0,0,13.88,931260,-0.0014388489208632786,952915,332,332,307,-241201,0,332,36194,975789,944580,0,-13320,147267,44529,969589
000429.SZ,20260709,41,8,13.87,3663893,-684662,1289025,371,-10599,207,0,143916,0,0,2768,13.85,1532366,-0.0021613832853026754,1998210,639,639,578,-764944,0,631,-10599,1665683,1854294,2768,-321928,80282,133317,2064568
000429.SZ,20260709,42,1,13.85,5416413,-2061612,1600016,676,-8405,256,0,543481,0,0,0,13.82,1817445,-0.0021660649819494125,3156719,979,979,932,-2074027,0,978,-8405,2259694,2520411,0,-702966,12415,535076,3682448
000429.SZ,20260709,43,6,13.81,2554356.97,-547389.5700000001,960301,394,50065,206,0,142342,0,0,0,13.82,989567.2,0,1372382.77,628,628,600,-574107.77,0,622,50065,1181974.2,1230040.77,0,-240473.57,26718.199999999997,192407,1484343.77
000429.SZ,20260709,44,0,13.84,3549524.2,17016.500000000015,2067664.5,345,649074.3,187,0,148932.7,0,0,0,13.88,1688618.2,0.004341534008683104,1062899,568,568,532,141906.5,0,568,649074.3,2486625.2,913966.3,0,774651.8999999999,-124890,798007,1276683.7
000429.SZ,20260709,45,2,13.88,2983653,-17432,1440666,360,64961,323,0,267478,0,0,0,13.91,1310696,0.0021613832853025474,1365544,742,742,683,31196,0,740,64961,1618109,1073040,0,237656,-48628,332439,1344509
000429.SZ,20260709,46,8,13.9,3180399,-182849,1624891,411,633876,206,0,70947,0,0,0,13.89,1070516,-0.0014378145219266407,1412025,657,657,617,-329158,0,649,633876,1768374,1334113,0,-263597,146309,704823,1320173
000429.SZ,20260709,47,1,13.89,2897469,-770118,622516,319,-222161,97,0,243046,0,0,11184,13.88,1800573,-0.000719942404607616,1067667,497,497,416,-794127,0,496,-222161,1829802,832965,11184,967608,24009,20885,1638804
000430.SZ,20260709,0,5,6.86,14774057,-3709723,4367924,755,-2093240,392,0,2965344,1,1,0,6.75,3228659,-0.01603498542274057,10459237,1225,1226,1147,-3134265,0,1220,-2093240,4314820,7707950,0,-4479291,-575458,872104,9595429
000430.SZ,20260709,1,0,6.75,5461406,-1500801,1954580,249,44685,227,0,178814,0,0,0,6.76,2478633,0.00148148148148145,2766014,487,487,476,-1502258,0,487,44685,2695392,2580460,0,-101827,1457,223499,3412153
000430.SZ,20260709,2,0,6.76,7617500,204837,4974518,181,2182843,248,0,122647,0,0,0,6.91,3105767,0.02218934911242609,2425584,440,440,429,178141,0,440,2182843,5191916,2083596,0,1022171,26696,2305490,2613534
000430.SZ,20260709,3,0,6.91,2982407,957351,1914280,121,30330,114,0,134983,0,0,0,6.93,1785691,0.00289435600578865,986702,241,241,235,897675,0,241,30330,1995705,896420,0,889271,59676,165313,986275
000430.SZ,20260709,4,0,6.93,1035886,-343624,327195,98,-25456,54,0,25456,0,0,0,6.91,313409,-0.0028860028860028244,722477,156,156,152,-341540,0,156,-25456,313409,697021,0,-383612,-2084,0,694191
000430.SZ,20260709,5,0,6.89,1836564,-1138346,342943,158,-12332,51,0,12332,0,0,0,6.83,531394,-0.011577424023154858,1305170,221,221,209,-1110056,0,221,-12332,531394,1292838,0,-761444,-28290,0,1465331
000430.SZ,20260709,6,0,6.83,1487535,-243726,613727,135,-16355,70,0,17723,0,0,0,6.82,614419,-0.0014641288433381826,871748,205,205,205,-243726,0,205,-16355,615787,854025,0,-239606,0,1368,873808
000430.SZ,20260709,7,0,6.82,1706931,-510028,547898,153,-101107,55,0,101107,0,0,0,6.78,548574,-0.005865102639296193,1158357,208,208,208,-510028,0,208,-101107,548574,1057250,0,-508676,0,0,1159033
000430.SZ,20260709,8,0,6.79,1862853.56,-475193.56000000006,650429,96,-86802,50,0,86802,0,0,0,6.79,652466,0.0014749262536872842,1210387.56,148,148,146,-473835.56,0,148,-86802,652466,1123585.56,0,-471119.56,-1358,0,1211066.56
000430.SZ,20260709,9,0,6.8,868813.44,-633713.44,117550,101,0,31,0,0,0,0,0,6.77,117550,-0.0029455081001473434,751263.44,132,132,132,-633713.44,0,132,0,117550,751263.44,0,-633713.44,0,0,751263.44
000430.SZ,20260709,10,0,6.78,985910,-100916,441819,71,0,52,0,0,0,0,0,6.76,204797,-0.0014771048744460543,781113,125,125,123,-100238,0,125,0,204797,781113,0,-576316,-678,0,542057
000430.SZ,20260709,11,0,6.77,1747338,-1246694,174942,128,-150760,43,0,150760,0,0,0,6.74,241668,-0.0029585798816567418,1505670,171,171,171,-1246694,0,171,-150760,241668,1354910,0,-1113242,0,0,1572396
000430.SZ,20260709,12,0,6.74,1416597.26,149342.74,781620,106,-2700,45,0,2700,0,0,0,6.77,768053,0.0044510385756675605,648544.26,151,151,151,149342.74,0,151,-2700,768053,645844.26,0,122208.73999999999,0,0,634977.26
000430.SZ,20260709,13,0,6.76,764585,-336951,213817,45,0,13,0,0,0,0,0,6.75,147498,-0.0029542097488921087,617087,59,59,58,-330191,0,59,0,147498,617087,0,-469589,-6760,0,544008
000430.SZ,20260709,14,0,6.75,992315,-720543,135886,70,0,18,0,0,0,0,0,6.75,106767,0,885548,89,89,88,-718512,0,89,0,106767,885548,0,-778781,-2030.9999999999998,0,854398
000430.SZ,20260709,15,0,6.75,5477227.22,-2378476.26,375474.48,363,-2347802,39,0,2374722,0,0,0,6.69,330346.48,-0.008888888888888832,5008740.74,404,404,402,-2344776.26,0,404,-2347802,468486.48,2745238.74,0,-2414892.26,-33700,26920,5068052.74
000430.SZ,20260709,16,0,6.7,856744,62544,466354,50,13420,60,0,0,0,0,0,6.72,342018,0.0044843049327353305,508016,113,113,110,69263,0,113,13420,348728,501306,0,-159288,-6719,13420,383671
000430.SZ,20260709,17,0,6.72,786526,-469474,158526,60,0,15,0,0,0,0,0,6.7,144435,-0.0029761904761904127,642091,75,75,75,-469474,0,75,0,144435,642091,0,-497656,0,0,628000
000430.SZ,20260709,18,0,6.72,1947763,-1212899,278455,110,-177954,16,0,177954,0,0,0,6.69,289191,-0.001492537313432804,1658572,127,127,126,-1202834,0,127,-177954,289191,1480618,0,-1191427,-10065,0,1659243
000430.SZ,20260709,19,0,6.68,624265,66597,345431,33,0,38,0,0,0,0,0,6.69,345431,0,278834,71,71,71,66597,0,71,0,345431,278834,0,66597,0,0,278834
000430.SZ,20260709,20,0,6.69,545651.81,-247776.19,148937.81,28,0,20,0,0,0,0,0,6.69,148937.81,0,396714,48,48,48,-247776.19,0,48,0,148937.81,396714,0,-247776.19,0,0,396714
000430.SZ,20260709,21,0,6.7,740244.19,66435.81,396640,33,0,39,0,0,0,0,0,6.69,416740,0,323504.19,73,73,72,59735.81,0,73,0,416740,323504.19,0,93235.81,6700,0,336904.19
000430.SZ,20260709,22,0,6.69,1171612.81,25224.809999999998,598418.81,52,0,37,0,0,0,0,0,6.7,600425.81,0.0014947683109117766,571187,89,89,89,25224.809999999998,0,89,0,600425.81,571187,0,29238.809999999998,0,0,573194
000430.SZ,20260709,23,0,6.7,303098,61646,182372,10,0,20,0,0,0,0,0,6.7,182372,0,120726,30,30,30,61646,0,30,0,182372,120726,0,61646,0,0,120726
000430.SZ,20260709,24,0,6.69,1418632,-60056,683310,48,8044,59,0,1336,0,0,0,6.69,675949,-0.001492537313432804,733303,107,107,107,-60056,0,107,8044,685329,731967,0,-56018,0,9380,735322
000430.SZ,20260709,25,0,6.69,1214667,-349589,473470,48,81862,48,0,0,0,0,0,6.71,334743,0.0029895366218235533,857110,96,96,96,-349589,0,96,81862,357557,798062,0,-463319,0,81862,741197
000430.SZ,20260709,26,0,6.7,1112889,624313,775727,23,0,45,0,0,0,0,0,6.73,532200,0.0029806259314456725,580689,77,77,68,544859,0,77,0,532200,580689,0,-48489,79454,0,230868
000430.SZ,20260709,27,0,6.74,1492375,-690637,207851,35,-386036,21,0,386036,0,0,0,6.72,146517,-0.001485884101040219,1326428,59,59,56,-657005,0,59,-386036,165947,959822,0,-813305,-33632,0,1250892
000430.SZ,20260709,28,0,6.73,1310762,-487441,159373,28,-504575,16,0,507940,0,0,0,6.73,53116,0.0014880952380953386,1257646,45,45,44,-151441,0,45,-504575,53116,746341,0,-693225,-336000,3365,815389
000430.SZ,20260709,29,0,6.74,260507,-2411,129048,12,0,18,0,0,0,0,0,6.72,120325,-0.001485884101040219,140182,30,30,30,-2411,0,30,0,120325,140182,0,-19857,0,0,131459
000430.SZ,20260709,30,0,6.72,505368,-334862,85253,36,0,13,0,0,0,0,0,6.69,64445,-0.0044642857142856195,440923,49,49,49,-334862,0,49,0,64445,440923,0,-376478,0,0,420115
000430.SZ,20260709,31,0,6.69,528053,-130077,197650,30,0,35,0,0,0,0,0,6.7,198988,0.0014947683109117766,329065,66,66,65,-131415,0,66,0,198988,329065,0,-130077,1338,0,329065
000430.SZ,20260709,32,0,6.7,664148,94404,379276,8,0,44,0,0,0,0,0,6.71,340972,0.001492537313432804,323176,60,60,52,234852,0,60,0,340972,323176,0,17796,-140448,0,144424
000430.SZ,20260709,33,0,6.72,540310,-198858,170726,21,0,19,0,0,0,0,0,6.72,166694,0.0014903129657227701,373616,40,40,40,-198858,0,40,0,166694,373616,0,-206922,0,0,369584
000430.SZ,20260709,34,0,6.72,1072122,211962,642042,15,0,47,0,0,0,0,0,6.73,614449,0.0014880952380953386,457673,62,62,62,211962,0,62,0,614449,457673,0,156776,0,0,430080
000430.SZ,20260709,35,0,6.73,907833,-433219,237307,44,0,20,0,0,0,0,0,6.73,299803,0,608030,64,64,64,-433219,0,64,0,299803,608030,0,-308227,0,0,670526
000430.SZ,20260709,36,0,6.73,776703,292147,534425,68,0,43,0,0,0,0,0,6.74,534425,0.0014858841010400871,242278,111,111,111,292147,0,111,0,534425,242278,0,292147,0,0,242278
000430.SZ,20260709,37,0,6.74,875682,-232750,319114,43,-4704,36,0,4704,0,0,0,6.72,143460,-0.0029673590504451725,732222,93,93,79,-71818,0,93,-4704,143460,727518,0,-584058,-160932,0,395636
000430.SZ,20260709,38,0,6.72,501894,-124877,185489,40,-6039,25,0,6039,0,0,0,6.71,141809,-0.0014880952380952064,360085,66,66,65,-114125,0,66,-6039,141809,354046,0,-212237,-10752,0,305653
000430.SZ,20260709,39,0,6.72,806889,81509,464756,36,41114,51,0,0,0,0,0,6.72,423642,0.0014903129657227701,342133,87,87,87,81509,0,87,41114,464756,342133,0,81509,0,41114,342133
000430.SZ,20260709,40,0,6.72,840465,-680343,80061,50,0,20,0,0,0,0,0,6.73,82077,0.0014880952380953386,758388,70,70,70,-680343,0,70,0,82077,758388,0,-676311,0,0,760404
000430.SZ,20260709,41,0,6.72,417194,196636,306915,18,0,42,0,0,0,0,0,6.74,290763,0.0014858841010400871,126431,60,60,60,196636,0,60,0,290763,126431,0,164332,0,0,110279
000430.SZ,20260709,42,0,6.74,1178362,-352038,413162,139,0,16,0,0,0,0,0,6.72,416527,-0.0029673590504451725,761835,156,156,155,-351365,0,156,0,416527,761835,0,-345308,-673,0,764527
000430.SZ,20260709,43,0,6.74,467447,87887,277667,35,0,41,0,0,0,0,0,6.73,278340,0.0014880952380953386,189107,76,76,76,87887,0,76,0,278340,189107,0,89233,0,0,189780
000430.SZ,20260709,44,0,6.73,1112548,46296,579422,32,0,54,0,0,0,0,0,6.74,522806,0.0014858841010400871,589742,86,86,86,46296,0,86,0,522806,589742,0,-66936,0,0,533126
000430.SZ,20260709,45,0,6.74,1286447,-95569,520179,45,3380,115,0,0,0,0,0,6.76,602524,0.0029673590504450406,680543,195,195,160,-148894,0,195,3380,605904,680543,0,-78019,53325,3380,665693
000430.SZ,20260709,46,0,6.76,2373336,-319362,528227,137,-997520,79,0,997520,0,0,0,6.73,530252,-0.004437869822485113,1843084,216,216,216,-319362,0,216,-997520,530252,845564,0,-315312,0,0,1845109
000430.SZ,20260709,47,0,6.74,2193850,-1095324,517632,73,-63262.00000000001,66,0,63262.00000000001,0,0,0,6.74,1044700,0.0014858841010400871,1149150,146,146,139,-1081844,0,146,-63262.00000000001,1044700,1085888,0,-41188,-13480,0,1662738
000488.SZ,20260709,0,0,2.02,725586,175685.99999999997,450636,29,0,34,0,0,0,0,0,2.04,450433,0.00990099009900991,275153,63,63,63,175685.99999999997,0,63,0,450433,275153,0,175279.99999999997,0,0,274950
000488.SZ,20260709,1,0,2.04,533569,-154319,189624.99999999997,31,0,26,0,0,0,0,0,2.05,189624.99999999997,0.004901960784313621,343944,57,57,57,-154319,0,57,0,189624.99999999997,343944,0,-154319,0,0,343944
000488.SZ,20260709,2,0,2.05,570344,-252184,159079.99999999997,19,0,10,0,0,0,0,0,2.04,159079.99999999997,-0.004878048780487702,411264,29,29,29,-252184,0,29,0,159079.99999999997,411264,0,-252184,0,0,411264
000488.SZ,20260709,3,0,2.04,1091249,-1059727,15761,49,0,7,0,0,0,0,0,2.04,15761,0,1075488,56,56,56,-1059727,0,56,0,15761,1075488,0,-1059727,0,0,1075488
000488.SZ,20260709,4,0,2.03,346451,-126539,109956,21,0,8,0,0,0,0,0,2.04,109956,0,236495,29,29,29,-126539,0,29,0,109956,236495,0,-126539,0,0,236495
000488.SZ,20260709,5,0,2.03,317116.99999999994,-304468.99999999994,6324,34,0,4,0,0,0,0,0,2.03,6324,-0.004901960784313838,310792.99999999994,38,38,38,-304468.99999999994,0,38,0,6324,310792.99999999994,0,-304468.99999999994,0,0,310792.99999999994
000488.SZ,20260709,6,0,2.03,381229,-326419,27404.999999999996,41,0,6,0,0,0,0,0,2.02,27404.999999999996,-0.0049261083743841316,353824,47,47,47,-326419,0,47,0,27404.999999999996,353824,0,-326419,0,0,353824
000488.SZ,20260709,7,0,2.02,98653,-67391,15630.999999999996,10,0,6,0,0,0,0,0,2.02,15630.999999999996,0,83022,16,16,16,-67391,0,16,0,15630.999999999996,83022,0,-67391,0,0,83022
000488.SZ,20260709,8,0,2.02,854485,671465,762975,12,0,38,0,0,0,0,0,2.03,762975,0.004950495049504845,91510,50,50,50,671465,0,50,0,762975,91510,0,671465,0,0,91510
000488.SZ,20260709,9,0,2.03,357089,114451,235770,11,0,19,0,0,0,0,0,2.04,235770,0.004926108374384351,121319,30,30,30,114451,0,30,0,235770,121319,0,114451,0,0,121319
000488.SZ,20260709,10,0,2.04,72407,-15694.999999999993,28356,2,0,8,0,0,0,0,0,2.04,28356,0,44050.99999999999,10,10,10,-15694.999999999993,0,10,0,28356,44050.99999999999,0,-15694.999999999993,0,0,44050.99999999999
000488.SZ,20260709,11,0,2.03,53190.99999999999,-51150.99999999999,1020,3,0,2,0,0,0,0,0,2.04,1020,0,52170.99999999999,5,5,5,-51150.99999999999,0,5,0,1020,52170.99999999999,0,-51150.99999999999,0,0,52170.99999999999
000488.SZ,20260709,12,0,2.04,47760,-25319.999999999996,11220,6,0,3,0,0,0,0,0,2.03,11220,-0.004901960784313838,36540,9,9,9,-25319.999999999996,0,9,0,11220,36540,0,-25319.999999999996,0,0,36540
000488.SZ,20260709,13,0,2.03,40599.99999999999,-40599.99999999999,0,5,0,0,0,0,0,0,0,2.03,0,0,40599.99999999999,5,5,5,-40599.99999999999,0,5,0,0,40599.99999999999,0,-40599.99999999999,0,0,40599.99999999999
000488.SZ,20260709,14,0,2.03,56090,52030,54060,1,0,7,0,0,0,0,0,2.04,54060,0.004926108374384351,2029.9999999999998,8,8,8,52030,0,8,0,54060,2029.9999999999998,0,52030,0,0,2029.9999999999998
000488.SZ,20260709,15,0,2.03,67616,-60679.99999999999,3468,14,0,4,0,0,0,0,0,2.04,3468,0,64147.99999999999,18,18,18,-60679.99999999999,0,18,0,3468,64147.99999999999,0,-60679.99999999999,0,0,64147.99999999999
000488.SZ,20260709,16,0,2.03,154152,-123551.99999999999,15300,6,0,3,0,0,0,0,0,2.03,15300,-0.004901960784313838,138852,9,9,9,-123551.99999999999,0,9,0,15300,138852,0,-123551.99999999999,0,0,138852
000488.SZ,20260709,17,0,2.03,61116.999999999985,-55404.999999999985,2856,9,0,3,0,0,0,0,0,2.03,2856,0,58260.999999999985,12,12,12,-55404.999999999985,0,12,0,2856,58260.999999999985,0,-55404.999999999985,0,0,58260.999999999985
000488.SZ,20260709,18,0,2.03,713341,-130729,291305.99999999994,35,0,8,0,0,0,0,0,2.03,291305.99999999994,0,422035,43,43,43,-130729,0,43,0,291305.99999999994,422035,0,-130729,0,0,422035
000488.SZ,20260709,19,0,2.03,90335,-90335,0,9,0,0,0,0,0,0,0,2.03,0,0,90335,9,9,9,-90335,0,9,0,0,90335,0,-90335,0,0,90335
000488.SZ,20260709,20,0,2.03,157875,66525,112200,11,0,5,0,0,0,0,0,2.03,112200,0,45675,16,16,16,66525,0,16,0,112200,45675,0,66525,0,0,45675
000488.SZ,20260709,21,0,2.03,154910.99999999997,-145934.99999999997,4488,12,0,2,0,0,0,0,0,2.03,4488,0,150422.99999999997,14,14,14,-145934.99999999997,0,14,0,4488,150422.99999999997,0,-145934.99999999997,0,0,150422.99999999997
000488.SZ,20260709,22,0,2.03,267147,-266335,204,16,-404,1,0,404,0,0,0,2.02,204,-0.0049261083743841316,266943,17,17,17,-266335,0,17,-404,204,266539,0,-266335,0,0,266943
000488.SZ,20260709,23,0,2.03,318305.99999999994,-125046,96629.99999999999,8,0,4,0,0,0,0,0,2.04,131545.99999999997,0.00990099009900991,186760,12,12,12,-125046,0,12,0,131545.99999999997,186760,0,-55214,0,0,221676
000488.SZ,20260709,24,0,2.04,175425,-79137,48144,11,0,11,0,0,0,0,0,2.03,48144,-0.004901960784313838,127280.99999999999,22,22,22,-79137,0,22,0,48144,127280.99999999999,0,-79137,0,0,127280.99999999999
000488.SZ,20260709,25,0,2.03,102311.99999999999,-102311.99999999999,0,3,0,0,0,0,0,0,0,2.03,0,0,102311.99999999999,3,3,3,-102311.99999999999,0,3,0,0,102311.99999999999,0,-102311.99999999999,0,0,102311.99999999999
000488.SZ,20260709,26,0,2.04,170118,79986,125052,3,0,8,0,0,0,0,0,2.03,125052,0,45066,11,11,11,79986,0,11,0,125052,45066,0,79986,0,0,45066
000488.SZ,20260709,27,0,2.04,366032.99999999994,-356240.99999999994,4896,22,0,4,0,0,0,0,0,2.03,4896,0,361136.99999999994,26,26,26,-356240.99999999994,0,26,0,4896,361136.99999999994,0,-356240.99999999994,0,0,361136.99999999994
000488.SZ,20260709,28,0,2.03,88314,-59874,14219.999999999998,9,0,5,0,0,0,0,0,2.03,14219.999999999998,0,74094,14,14,14,-59874,0,14,0,14219.999999999998,74094,0,-59874,0,0,74094
000488.SZ,20260709,29,0,2.03,466272.49999999994,140459.5,303366,10,0,23,0,0,0,0,0,2.03,287532,0,178740.49999999997,33,33,33,140459.5,0,33,0,287532,178740.49999999997,0,108791.5,0,0,162906.49999999997
000488.SZ,20260709,30,0,2.04,1223,817,1020,1,0,1,0,0,0,0,0,2.03,1020,0,202.99999999999997,2,2,2,817,0,2,0,1020,202.99999999999997,0,817,0,0,202.99999999999997
000488.SZ,20260709,31,0,2.03,107995.99999999999,-107995.99999999999,0,7,0,0,0,0,0,0,0,2.03,0,0,107995.99999999999,7,7,7,-107995.99999999999,0,7,0,0,107995.99999999999,0,-107995.99999999999,0,0,107995.99999999999
000488.SZ,20260709,32,0,2.03,422921.02,-416819.02,2849,37,-404,3,0,404,0,0,0,2.02,2849,-0.0049261083743841316,420072.02,40,40,40,-416819.02,0,40,-404,2849,419668.02,0,-416819.02,0,0,420072.02
000488.SZ,20260709,33,0,2.02,214351.99999999997,-202171.99999999997,6089.999999999999,9,0,3,0,0,0,0,0,2.03,6089.999999999999,0.004950495049504845,208261.99999999997,12,12,12,-202171.99999999997,0,12,0,6089.999999999999,208261.99999999997,0,-202171.99999999997,0,0,208261.99999999997
000488.SZ,20260709,34,0,2.02,2101451.59,-1600888.08,9332,99,-481899.50999999995,3,0,481899.50999999995,0,0,0,2.01,9332,-0.009852216748768483,2092119.59,102,102,102,-1600888.08,0,102,-481899.50999999995,9332,1610220.08,0,-1600888.08,0,0,2092119.59
000488.SZ,20260709,35,0,2.02,1433184.39,-1252174.39,90505,114,0,9,0,0,0,0,0,1.99,90505,-0.009950248756218805,1342679.39,123,123,123,-1252174.39,0,123,0,90505,1342679.39,0,-1252174.39,0,0,1342679.39
000488.SZ,20260709,36,0,2,551464.61,183824.61,367644.61,17,0,25,0,0,0,0,0,2.01,367644.61,0.010050251256281305,183820,42,42,42,183824.61,0,42,0,367644.61,183820,0,183824.61,0,0,183820
000488.SZ,20260709,37,0,2.02,1051650.39,-426699.77999999997,25185,13,-574580.61,4,0,574580.61,0,0,0,2.01,45284.99999999999,0,1006365.39,17,17,17,-426699.77999999997,0,17,-574580.61,45284.99999999999,431784.77999999997,0,-386499.77999999997,0,0,1026465.39
000488.SZ,20260709,38,0,2,367783,327560.2199999999,347671.6099999999,5,0,24,0,0,0,0,0,2.01,347671.6099999999,0,20111.39,29,29,29,327560.2199999999,0,29,0,347671.6099999999,20111.39,0,327560.2199999999,0,0,20111.39
000488.SZ,20260709,39,0,2.01,105263,-44561,30350.999999999996,7,0,2,0,0,0,0,0,2.01,33689.60999999999,0,71573.39,9,9,9,-44561,0,9,0,33689.60999999999,71573.39,0,-37883.78,0,0,74912
000488.SZ,20260709,40,0,2,62193.61,42193.60999999999,52193.60999999999,2,0,7,0,0,0,0,0,2.02,52193.60999999999,0.004975124378109568,10000,9,9,9,42193.60999999999,0,9,0,52193.60999999999,10000,0,42193.60999999999,0,0,10000
000488.SZ,20260709,41,0,2.02,730182.39,192149.61,461166,10,0,14,0,0,0,0,0,2.01,461166,-0.004950495049505065,269016.38999999996,24,24,24,192149.61,0,24,0,461166,269016.38999999996,0,192149.61,0,0,269016.38999999996
000488.SZ,20260709,42,0,2.01,303079.61,184087.61,243583.61,5,0,7,0,0,0,0,0,2.02,243583.61,0.004975124378109568,59495.99999999999,12,12,12,184087.61,0,12,0,243583.61,59495.99999999999,0,184087.61,0,0,59495.99999999999
000488.SZ,20260709,43,0,2.02,374155.38999999996,-277669.38999999996,48242.99999999999,14,0,7,0,0,0,0,0,2,48242.99999999999,-0.00990099009900991,325912.38999999996,21,21,21,-277669.38999999996,0,21,0,48242.99999999999,325912.38999999996,0,-277669.38999999996,0,0,325912.38999999996
000488.SZ,20260709,44,0,2.01,171151,-110449,30350.999999999996,18,0,7,0,0,0,0,0,2.01,30350.999999999996,0.004999999999999893,140800,25,25,25,-110449,0,25,0,30350.999999999996,140800,0,-110449,0,0,140800
000488.SZ,20260709,45,0,2.01,623904,61103.99999999994,342503.99999999994,16,0,13,0,0,0,0,0,2,342503.99999999994,-0.004975124378109347,281400,29,29,29,61103.99999999994,0,29,0,342503.99999999994,281400,0,61103.99999999994,0,0,281400
000488.SZ,20260709,46,0,2,635328.9999999999,501213.4399999999,568271.2199999999,18,0,40,0,0,0,0,0,2.01,568271.2199999999,0.004999999999999893,67057.78,58,58,58,501213.4399999999,0,58,0,568271.2199999999,67057.78,0,501213.4399999999,0,0,67057.78
000488.SZ,20260709,47,0,2.01,462979,-322435.78,70271.60999999999,34,0,8,0,0,0,0,0,2,261071.61,-0.004975124378109347,201907.39,42,42,42,-322435.78,0,42,0,261071.61,201907.39,0,59164.21999999997,0,0,392707.39
000498.SZ,20260709,0,1,4.93,4117274,-397695,1802939,338,-113701,513,0,131446,4,4,0,4.89,1770338,-0.00811359026369169,2329191,859,863,851,-351447,0,858,-113701,1788083,2197745,0,-427407,-46248,17745,2268087
000498.SZ,20260709,1,1,4.89,2326353,-1143211,591571,166,0,287,0,0,0,0,0,4.88,591092,-0.002044989775051081,1735261,453,453,453,-1143211,0,452,0,591092,1735261,0,-1144169,0,0,1734782
000498.SZ,20260709,2,0,4.88,1553636,256795,905460,132,488.99999999999994,191,0,0,0,0,0,4.88,1058640,0,494507,323,323,323,256795,0,323,488.99999999999994,1059129,494507,0,564133,0,488.99999999999994,648176
000498.SZ,20260709,3,0,4.88,910709.29,255575.71,584370,112,2455,197,0,0,0,0,0,4.9,583833,0.0040983606557378,324421.29,309,309,309,255575.71,0,309,2455,586288,324421.29,0,259411.70999999996,0,2455,326339.29
000498.SZ,20260709,4,0,4.9,716046.1,65477.580000000016,390857.38999999996,48,191.10000000000002,188,0,0,0,0,0,4.89,390666.29,-0.00204081632653075,325188.70999999996,236,236,236,65477.580000000016,0,236,191.10000000000002,390857.38999999996,325188.70999999996,0,65477.580000000016,0,191.10000000000002,325188.70999999996
000498.SZ,20260709,5,0,4.89,828851,528070,699575,44,42229,255,0,0,0,0,0,4.9,690176,0.002044989775051263,96446,302,302,299,533952,0,302,42229,732405,96446,0,593730,-5882,42229,123394
