stock_code,transaction_date,window_id,active_sell_count,CH_rule_t,order_age_direct_count,passive_quant_amount,deal_amount,active_inferred_count,order_age_recovered_count,pi_max_price_impact_pct,order_age_fifo_count,signal_deal_sell_amount,active_sell_amount,active_buy_amount,window_close_price,large_active_sell_amount,order_age_unresolved_count,small_passive_sell_amount,active_buy_count,active_non_large_amount,window_open_price,signed_large_active_amount,small_passive_buy_amount,side_fallback_count,passive_retail_amount,order_age_missing_count,signed_mix_qr_amount,unknown_side_amount,large_active_buy_amount,Q_rule_t,signal_deal_buy_amount,window_trade_count,R_seed_t
000421.SZ,20260709,2,138,591879,378,0,1526379,378,378,0.007782101167315182,0,754370,431126,1095253,5.18,25800,0,307850,240,72248,5.14,591879,575050,0,0,0,267200,0,617679,72248,772009,378,0
000421.SZ,20260709,3,288,2576,421,1548,1218041,420,421,-0.0019305019305018896,0,475623,894385,322108,5.17,0,0,475623,132,-574853,5.17,2576,739842,0,0,0,264219,0,2576,-573305,742418,421,0
000421.SZ,20260709,4,105,0,218,-4128,885430,214,218,0.001934235976789127,0,208753,203069,676169,5.18,0,0,208753,109,473100,5.17,0,676677,0,0,0,467924,0,0,468972,676677,218,0
000421.SZ,20260709,5,108,3647,309,4682,1306399,312,322,0,13,522990,452284,831765,5.18,0,0,522990,204,375834,5.18,3647,779762,0,0,0,256772,0,3647,380516,783409,322,0
000421.SZ,20260709,6,288,0,360,0,868980,360,360,-0.005791505791505668,0,471444,706621,162359,5.15,0,0,471444,72,-544262,5.17,0,397536,0,0,0,-73908,0,0,-544262,397536,360,0
000421.SZ,20260709,7,195,23802,327,0,1006232,327,327,0,0,446655,591917,414315,5.15,11286,0,428145,132,-201404,5.16,23802,531713,0,0,0,103568,0,35088,-201404,559577,327,0
000421.SZ,20260709,8,118,0,174,-1545,321658,162,174,-0.0019417475728156649,0,193981,226869,80884,5.14,0,0,193981,44,-145985,5.15,0,127677,0,0,0,-66304,0,0,-147530,127677,174,0
000421.SZ,20260709,9,47,0,80,0,108013,80,80,0,0,50869,49327,58686,5.14,0,0,50869,33,9359,5.14,0,57144,0,0,0,6275,0,0,9359,57144,80,0
000421.SZ,20260709,10,89,-511.00000000000006,239,-61835,832208,212,239,-0.0038910505836575048,0,473407,310704,408567,5.12,511.00000000000006,0,472896,123,98374,5.13,-511.00000000000006,358801,0,-48034,0,-114095,0,0,36539,358801,239,-48034
000421.SZ,20260709,11,279,-137939,312,0,1425532,312,312,-0.005859375000000049,0,1239914,1267400,158132,5.09,137939,0,1129461,33,-971329,5.12,-137939,158132,0,0,0,-971329,0,0,-971329,185618,312,0
000421.SZ,20260709,12,222,0,363,19773,1176645,362,363,-0.003929273084479288,0,895789,842046,314826,5.07,0,0,895789,140,-527220,5.08,0,280856,0,0,0,-614933,0,0,-507447,280856,363,0
000421.SZ,20260709,13,93,0,204,-1014,794386,202,204,0,0,645368,613445,179927,5.07,0,0,645368,109,-433518,5.06,0,149018,0,0,0,-496350,0,0,-434532,149018,204,0
000421.SZ,20260709,14,55,0,122,0,313182,122,122,0,0,115325,111783,201399,5.07,0,0,115325,67,89616,5.06,0,197857,0,0,0,82532,0,0,89616,197857,122,0
000421.SZ,20260709,15,23,13208,111,0,291430,111,111,0,0,86050,80971,210459,5.07,0,0,81478,88,116280,5.06,13208,196744,0,0,0,115266,0,13208,116280,205380,111,0
000421.SZ,20260709,16,32,0,157,0,299715,157,157,0.001972386587771161,0,106091,132358,167357,5.08,0,0,106091,125,34999,5.08,0,193624,0,0,0,87533,0,0,34999,193624,157,0
000421.SZ,20260709,17,67,-15180,96,0,218180,96,96,-0.001968503937007832,0,175055,175055,43125,5.07,15180,0,159875,29,-116750,5.08,-15180,43125,0,0,0,-116750,0,0,-116750,43125,96,0
000421.SZ,20260709,18,94,0,177,-4056,235408,172,177,0,0,134106,131060,98264,5.07,0,0,134106,78,-32795.999999999985,5.07,0,101302,0,0,0,-32803.999999999985,0,0,-36851.999999999985,101302,177,0
000421.SZ,20260709,19,44,0,80,-507,154090,79,80,0.001972386587771161,0,121107,120093,33490,5.08,0,0,121107,35,-86603,5.07,0,32983,0,0,0,-88124,0,0,-87110,32983,80,0
000421.SZ,20260709,20,76,0,101,0,170441,101,101,0,0,90245,124214,46227,5.08,0,0,90245,25,-77987,5.07,0,80196,0,0,0,-10049,0,0,-77987,80196,101,0
000421.SZ,20260709,21,22,0,72,508,180335,71,72,0,0,105145,97017,82810,5.08,0,0,105145,49,-14207,5.08,0,75190,0,0,0,-29955,0,0,-13699,75190,72,0
000421.SZ,20260709,22,42,0,108,-4563,315916,104,108,-0.001968503937007832,0,173294,133184,175127,5.07,0,0,173294,62,41943,5.08,0,142622,0,0,0,-30672,0,0,37380,142622,108,0
000421.SZ,20260709,23,37,0,86,0,387554,86,86,0,0,237465,286536,101018,5.07,0,0,237465,49,-185517.99999999997,5.06,0,150089,0,0,0,-87375.99999999999,0,0,-185517.99999999997,150089,86,0
000421.SZ,20260709,24,135,-1011.9999999999999,174,-7620,340750,173,174,-0.0019723865877713364,0,243314,258508,74622,5.06,1011.9999999999999,0,242302,38,-182874,5.08,-1011.9999999999999,97436,0,0,0,-144866,0,0,-190494,97436,174,0
000421.SZ,20260709,25,28,0,107,0,150101,107,107,0.003952569169960566,0,50165,46609,103492,5.08,0,0,50165,79,56883,5.06,0,99936,0,0,0,49771,0,0,56883,99936,107,0
000421.SZ,20260709,26,39,0,65,0,163929,65,65,-0.001968503937007832,0,114145,114145,49784,5.07,0,0,114145,26,-64361,5.08,0,49784,0,0,0,-64361,0,0,-64361,49784,65,0
000421.SZ,20260709,27,177,-124981.99999999999,328,2023.9999999999993,1505136,321,328,-0.003944773175542498,0,1285325,1036323,459705,5.05,124981.99999999999,0,1160343,144,-451636,5.07,-124981.99999999999,219811,0,0,0,-940532,0,0,-449612,219811,328,0
000421.SZ,20260709,28,57,4545,132,4032,473464,130,132,-0.001980198019801938,0,215758,283235,186197,5.04,0,0,215758,73,-101583,5.04,4545,253161,0,0,0,37403,0,4545,-97551,257706,132,0
000421.SZ,20260709,29,21,13182,89,0,229079,89,89,0.0059523809523810015,0,47489,47489,181590,5.07,0,0,47489,68,120919,5.05,13182,168408,0,0,0,120919,0,13182,120919,181590,89,0
000421.SZ,20260709,30,47,0,148,505.99999999999994,225644,145,148,-0.003944773175542498,0,108252,104204,119922,5.05,0,0,108252,98,15718,5.06,0,117392,0,0,0,9140,0,0,16224,117392,148,0
000421.SZ,20260709,31,103,0,161,-4563,312708,151,161,0.003960396039604052,0,185011,180955,109952,5.07,0,0,185011,48,-71003,5.06,0,127697,0,0,0,-57314,0,0,-75566,127697,161,0
000421.SZ,20260709,32,8,0,45,0,161711,45,45,0,0,16702,15181,146530,5.07,0,0,16702,37,131349,5.07,0,145009,0,0,0,128307,0,0,131349,145009,45,0
000421.SZ,20260709,33,60,0,92,0,482169,92,92,0,0,203793,206835,275334,5.07,0,0,203793,32,68499,5.08,0,278376,0,0,0,74583,0,0,68499,278376,92,0
000421.SZ,20260709,34,52,0,94,0,368405,94,94,0,0,232971,228408,139997,5.07,0,0,232971,42,-88411,5.07,0,135434,0,0,0,-97537,0,0,-88411,135434,94,0
000421.SZ,20260709,35,70,0,201,-9126,544584,192,201,0.001972386587771161,0,109013,86177,448267,5.08,0,0,109013,122,362090,5.07,0,435571,0,0,0,326558,0,0,352964,435571,201,0
000421.SZ,20260709,36,96,7635,283,16764,599223,252,283,0,0,324082,281913,293434,5.08,0,0,324082,156,3886,5.09,7635,267506,0,0,0,-56576,0,7635,20650,275141,283,0
000421.SZ,20260709,37,78,0,130,-5070,281830,126,130,0,0,166484,165988,108744,5.08,0,0,166484,48,-57244,5.09,0,115346,0,0,0,-51138,0,0,-62314,115346,130,0
000421.SZ,20260709,38,46,0,163,0,545100,163,163,0,0,192562,114991,430109,5.08,0,0,192562,117,315118,5.08,0,352538,0,0,0,159976,0,0,315118,352538,163,0
000421.SZ,20260709,39,150,-21801,276,13244,686182,262,276,0,0,329921,367589,264673,5.08,21801,0,308120,112,-81115,5.09,-21801,356261,0,0,0,48141,0,0,-67871,356261,276,0
000421.SZ,20260709,40,34,2545,180,-508,570143,179,180,0.001968503937007832,0,294048,297084,272551,5.09,0,0,294048,145,-27078,5.08,2545,273550,0,0,0,-20498,0,2545,-27586,276095,180,0
000421.SZ,20260709,41,56,509.99999999999994,143,5599,354630,141,143,0,0,106221,126072,222959,5.09,0,0,106221,85,96377,5.09,509.99999999999994,247899,0,0,0,141678,0,509.99999999999994,101976,248409,143,0
000421.SZ,20260709,42,194,0,342,-23923,629836,323,342,-0.001964636542239644,0,409940,318273,272370,5.08,0,0,409940,129,-45903,5.1,0,219896,0,0,0,-190044,0,0,-69826,219896,342,0
000421.SZ,20260709,43,86,0,136,-509,467120,135,136,0.003937007874015664,0,170003,206142,260469,5.1,0,0,170003,49,54327,5.09,0,297117,0,0,0,127114,0,0,53818,297117,136,0
000421.SZ,20260709,44,72,0,198,-10710,422346,188,198,0.001960784313725623,0,170813,179993,230623,5.11,0,0,170813,116,50630,5.09,0,251533,0,0,0,80720,0,0,39920,251533,198,0
000421.SZ,20260709,45,186,-6120,373,-42924,1061936,342,373,0.0019569471624265727,0,445156,434936,574878,5.12,6120,0,439036,156,146062,5.11,-6120,616780,0,0,0,177744,0,0,103138,616780,373,0
000421.SZ,20260709,46,135,0,194,0,555696,194,194,-0.00390625000000009,0,466267,466267,89429,5.1,0,0,466267,59,-376838,5.12,0,89429,0,0,0,-376838,0,0,-376838,89429,194,0
000421.SZ,20260709,47,32,0,91,0,431214,91,91,0,0,315248,206537,224677,5.1,0,0,315248,59,18140.000000000004,5.1,0,115966,0,0,0,-199282,0,0,18140.000000000004,115966,91,0
000422.SZ,20260709,0,662,1111647.55,1626,-307969,16733988.45,1402,1630,0.008513931888544848,4,9061621.45,6412419.45,8244664,13.03,1225350.45,0,6802291,740,720597,12.92,1111647.55,6369349,0,111470,0,-432942,0,2336998,412628,7672367,1630,111470
000422.SZ,20260709,1,297,-1006440,774,264158,9005445,672,774,0.0015349194167307253,0,4698807,4444548,3165991,13.05,1375247,0,3314446,375,-272117,13.03,-1006440,3946945,0,0,0,632499,0,368807,-7959,4306638,774,0
000422.SZ,20260709,2,402,1435443,797,91277,13699639,785,797,-0.0015325670498085324,0,6557807,6061909,7486395,13.03,997024,0,5560783,383,-10957.000000000007,13.05,1435443,4709365,0,0,0,-851418,0,2432467,80320,7141832,797,0
000422.SZ,20260709,3,630,-283485,1014,-163773,10775787,975,1016,-0.004604758250191767,2,7625972,7682743,2778629,12.97,401950,0,7251356,345,-4620629,13.02,-283485,3004016,0,0,0,-4247340,0,118465,-4784402,3149815,1016,0
000422.SZ,20260709,4,625,-112998.94,1116,-22128,12331201,1105,1120,-0.0015420200462607054,4,7740866.0600000005,7912504,4324005,12.95,444550,0,7473391,480,-3475500.0600000005,12.98,-112998.94,4081708.94,0,0,0,-3391682.0600000005,0,331551.06,-3497628.0600000005,4590334.9399999995,1120,0
000422.SZ,20260709,5,231,-94162,703,-24603,7092383,690,704,0.003861003861003916,1,2204785,2261817,4756513,13,453837,0,1940390,459,2588858,12.95,-94162,4338481,0,0,0,2398091,0,359675,2564255,4887598,704,0
000422.SZ,20260709,6,238,-306519,581,32388,5252175,574,584,-0.006153846153846159,3,2966052,2874111,2324902,12.92,341534,0,2624518,336,-242690,13,-306519,2251108,0,0,0,-373410,0,35015,-210302,2286123,584,0
000422.SZ,20260709,7,399,32,705,-37440,6612222,688,706,0.0007739938080495191,1,4533610.9,4299943.9,2205124.1,12.93,18074,0,4515536.9,289,-2094851.7999999998,12.92,32,2060505.1,0,0,0,-2455031.8,0,18106,-2132291.8,2078611.1,706,0
000422.SZ,20260709,8,87,668228,337,-27174,4879605,334,338,0.002320185614849276,1,2030213,1429302,3423129,12.96,5168,0,1600285,247,1325599,12.93,668228,2600756,0,0,0,1000471,0,673396,1298425,2849392,338,0
000422.SZ,20260709,9,307,18480575,1395,-92338,29104807,1328,1395,0.013888888888888866,0,7104154,3485522,24571417,13.14,160120,0,5185360,1021,2605320,12.95,18480575,5118632,0,0,0,-66728,0,18640695,2512982,22000653,1395,0
000422.SZ,20260709,10,266,86702,574,2624,5949561,573,574,-0.0015220700152208029,0,2734304,2945507,3001430,13.12,23600,0,2710704,307,-30779,13.14,86702,3104955,0,0,0,394251,0,110302,-28155,3215257,574,0
000422.SZ,20260709,11,208,106195.48,367,139647,3337366.58,363,368,-0.00228658536585361,1,1937306,1927921,1269798.58,13.09,14362,0,1922944,155,-764317.9,13.11,106195.48,1279503.1,0,0,0,-643440.9,0,120557.48,-624670.9,1400060.58,368,0
000422.SZ,20260709,12,193,-534589,316,10615.880000000001,3021364.89,314,317,-0.0045836516424752095,1,2137593.01,2132497,875640.01,13.03,534589,0,1603004.01,121,-722267.99,13.09,-534589,883771.88,0,0,0,-719232.13,0,0,-711652.11,883771.88,317,0
000422.SZ,20260709,13,140,-9084,321,-6510,3247177,315,321,0,0,1779281,1695905,1518722,13.03,24727,0,1754554,175,-168099,13.03,-9084,1452253,0,0,0,-302301,0,15643,-174609,1467896,321,0
000422.SZ,20260709,14,287,-274055,641,-57547,5281743,627,641,0.0015349194167307253,0,2396700,2458297,2695281,13.05,335481,0,2061219,340,511039,13.04,-274055,2823617,0,0,0,762398,0,61426,453492,2885043,641,0
000422.SZ,20260709,15,222,-1322438,371,-42939,6414356,368,371,-0.0045977011494253255,0,4501215,4580909,1790508,12.99,1368062,0,3134455,146,-1467963,13.07,-1322438,1866215,0,0,0,-1268240,0,45624,-1510902,1913141,371,0
000422.SZ,20260709,16,131,-10233,347,-131,4005549,340,350,0.0038491147036180855,3,1688348,1834399,2087813,13.04,196984,0,1491364,209,263647,12.98,-10233,2130450,0,0,0,639086,0,186751,263516,2317201,350,0
000422.SZ,20260709,17,145,-24750,226,-3906,2776186,228,229,-0.001533742331288311,3,1907636,2044557,727723,13.02,45638,0,1861998,83,-1292084,13.05,-24750,847662,0,0,0,-1014336,0,20888,-1295990,868550,229,0
000422.SZ,20260709,18,193,-1362207,420,-19527,4376211,415,420,0.001536098310291826,0,1905632,2991166,1355086,13.04,1448309,0,1486923,222,-273873,13.03,-1362207,1354877,0,0,0,-132046,0,86102,-293400,2470579,420,0
000422.SZ,20260709,19,105,98009,358,-3922,2993509,354,358,0.0023006134969326027,0,1074699,1079966,1901797,13.07,0,0,1074699,249,723822,13.03,98009,1820801,0,0,0,746102,0,98009,719900,1918810,358,0
000422.SZ,20260709,20,61,27430,227,-3911,2320191,223,227,0,0,1099664,948284,1362776,13.07,0,0,1099664,162,387062,13.07,27430,1193097,0,0,0,93433,0,27430,383151,1220527,227,0
000422.SZ,20260709,21,168,195709.03999999998,366,-79623,3068930.7199999997,361,368,-0.0007651109410864412,2,1419005,1467092,1472549.7200000002,13.06,0,0,1419005,193,-190251.32,13.07,195709.03999999998,1454216.6800000002,0,0,0,35211.679999999986,0,195709.03999999998,-269874.32,1649925.7200000002,368,0
000422.SZ,20260709,22,92,-203168,270,-151260,2676608,255,270,-0.0022970903522206076,0,1247272,1022828,1434712,13.03,261891,0,985381,163,615052,13.06,-203168,1370613,0,0,0,385232,0,58723,463792,1429336,270,0
000422.SZ,20260709,23,40,0,138,0,1885999,138,138,0.0015349194167307253,0,540947,540947,1345052,13.05,0,0,540947,98,804105,13.04,0,1345052,0,0,0,804105,0,0,804105,1345052,138,0
000422.SZ,20260709,24,139,240657,344,-28801,4300483.96,338,344,0,0,2096288,2252356,2019326.96,13.05,676446,0,1509406,199,-473686.04000000004,13.05,240657,1197528.96,0,0,0,-311877.04000000004,0,917103,-502487.04000000004,2204195.96,344,0
000422.SZ,20260709,25,36,0,109,0,1025516,109,109,0.003831417624520991,0,301644,291175,734341,13.1,0,0,301644,73,443166,13.05,0,723872,0,0,0,422228,0,0,443166,723872,109,0
000422.SZ,20260709,26,54,-53628,201,-2620,2214041.52,197,201,-0.0007633587786259379,0,709114.52,538870.52,1659451,13.09,53628,0,655486.52,143,1174208.48,13.1,-53628,1504927,0,0,0,849440.48,0,0,1171588.48,1504927,201,0
000422.SZ,20260709,27,186,0,230,0,2365151.48,230,230,-0.0030557677616500495,0,1906621.48,1919691.48,445460,13.05,0,0,1906621.48,44,-1474231.48,13.09,0,458530,0,0,0,-1448091.48,0,0,-1474231.48,458530,230,0
000422.SZ,20260709,28,226,-26040,282,0,2772039,282,282,-0.002298850574712731,0,2405740,2418770,353269,13.02,26040,0,2379700,56,-2039461,13.04,-26040,366299,0,0,0,-2013401,0,0,-2039461,366299,282,0
000422.SZ,20260709,29,47,0,138,-45570,1819952.18,137,138,0.0038402457757297013,0,791825,979562.1799999999,794820,13.07,0,0,791825,90,-184742.18,13.02,0,1028127.1799999999,0,0,0,236302.18,0,0,-230312.18,1028127.1799999999,138,0
000422.SZ,20260709,30,81,-48248,128,0,1318005,129,129,-0.0007651109410864412,1,733340,759440,558565,13.06,48248,0,685092,48,-152627,13.06,-48248,584665,0,0,0,-100427,0,0,-152627,584665,129,0
000422.SZ,20260709,31,110,-69194,338,0,2680113,338,338,0.0022970903522204714,0,1173301,1103995,1576118,13.09,82278,0,1091023,228,541317,13.06,-69194,1493728,0,0,0,402705,0,13084,541317,1506812,338,0
000422.SZ,20260709,32,171,-92559,287,43065,3009338.76,278,288,-0.0030557677616500495,1,2069688.76,2003093.76,937080,13.05,99104,0,1970584.76,107,-973454.76,13.09,-92559,933105,0,0,0,-1037479.76,0,6545,-930389.76,939650,288,0
000422.SZ,20260709,33,208,-69156,467,0,4473736,470,470,0.0007662835249041982,3,2544354.999999999,2445126,2028610,13.06,80910,0,2463445,262,-347360,13.04,-69156,1917627,0,0,0,-545818,0,11754,-347360,1929381,470,0
000422.SZ,20260709,34,160,-83390,296,-101941,2430500,290,298,0.0007656967840734906,2,1469550,1297052,1031507,13.07,168410,0,1301140,130,-182155,13.07,-83390,875930,0,0,0,-425210,0,85020,-284096,960950,298,0
000422.SZ,20260709,35,244,-1902509,431,0,5682935.430000001,433,433,-0.0007651109410864412,2,2428078.9800000004,3987023.9,1695911.53,13.06,1982297,0,1930062.8800000001,189,-388603.37,13.06,-1902509,1690787.55,0,0,0,-239275.33,0,79788,-388603.37,3254856.4499999997,433,0
000422.SZ,20260709,36,172,4363142,714,-81408,10883795,691,714,0.006125574272588061,0,1940475,1653013,9005002,13.14,82726,0,1857749,519,2988847,13.07,4363142,4497452,0,0,0,2639703,0,4445868,2907439,8943320,714,0
000422.SZ,20260709,37,310,0,475,0,4790934,476,476,-0.002283105022831137,1,3061877,2875424,1915510,13.11,0,0,3061877,166,-959914,13.14,0,1729057,0,0,0,-1332820,0,0,-959914,1729057,476,0
000422.SZ,20260709,38,255,0,354,0,4030933.9,356,356,0.0007627765064835841,2,2894160,2901990.9,1128943,13.12,0,0,2894160,101,-1773047.9,13.11,0,1136773.9,0,0,0,-1757386.1,0,0,-1773047.9,1136773.9,356,0
000422.SZ,20260709,39,255,-19650,401,-26220,4055643,400,402,-0.0015243902439024066,1,2841646,2798539,1230884,13.1,19650,0,2821996,145,-1548005,13.12,-19650,1213997,0,0,0,-1607999,0,0,-1574225,1213997,402,0
000422.SZ,20260709,40,77,0,139,0,1678363,140,140,0.0015267175572518759,1,1030343,1017233,661130,13.12,0,0,1030343,63,-356103,13.1,0,648020,0,0,0,-382323,0,0,-356103,648020,140,0
000422.SZ,20260709,41,147,0,251,0,2768520,254,254,0,3,1621784,1621784,1146736,13.12,0,0,1621784,107,-475048,13.11,0,1146736,0,0,0,-475048,0,0,-475048,1146736,254,0
000422.SZ,20260709,42,279,-15710,415,0,4124314,416,416,0,1,2600617,2574357,1549957,13.12,38048,0,2562569,137,-1008690,13.12,-15710,1501359,0,0,0,-1061210,0,22338,-1008690,1523697,416,0
000422.SZ,20260709,43,204,71127,596,0,6569214.9,597,597,0.004573170731707355,1,1917967,1862750,4706464.9,13.18,0,0,1917967,393,2772587.9,13.12,71127,4580120.9,0,0,0,2662153.9,0,71127,2772587.9,4651247.9,597,0
000422.SZ,20260709,44,206,19785,525,7908,5751928.39,517,525,0.0007587253414263875,0,1971850.61,1916224,3780348.39,13.19,0,0,1971850.61,311,1844339.3900000001,13.18,19785,3760292.7800000003,0,0,0,1788442.1699999997,0,19785,1852247.3900000001,3780077.7800000003,525,0
000422.SZ,20260709,45,235,-549606,454,0,6081874.609999999,457,457,0,3,3516634.61,3529824.61,2552050,13.19,549606,0,2967028.61,222,-428168.61,13.2,-549606,2565240,0,0,0,-401788.61,0,0,-428168.61,2565240,457,0
000422.SZ,20260709,46,334,-19738,602,-559725,7174602.0200000005,590,603,-0.0007581501137225009,1,4573027,3836780.0000000005,2772829.02,13.18,21056,0,4551971,256,-1044212.98,13.18,-19738,2600257.02,0,0,0,-1951713.98,0,1318,-1603937.98,2601575.02,603,0
000422.SZ,20260709,47,362,-27636,482,0,7435939,482,482,-0.0007587253414263875,0,3650296,5071339,2364600,13.17,27636,0,3622660,120,-2679103,13.17,-27636,3785643,0,0,0,162983,0,0,-2679103,3785643,482,0
000423.SZ,20260709,0,370,-1293648,897,-244436,9042589,739,900,-0.005984184654840802,3,4746233,3963449,3696664,46.51,2421488,1,2366808,369,1026863,46.79,-1293648,3126453,0,-4660,1,759645,0,1127840,782427,4296356,901,-4660
000423.SZ,20260709,1,155,191438,511,-488159,4675375,417,514,0.0006450225757901771,3,2316018,1525052,1861870,46.54,460265,1,1851012,262,145380,46.5,191438,1712395,0,0,1,-138617,0,651703,-342779,2359357,515,0
000423.SZ,20260709,2,157,951385,549,-172867,4825577,457,550,0.003008165019338216,1,1930274,1151089,2989045,46.68,195720,0,1328716,300,886571,46.58,951385,2154036,0,0,0,825320,0,1147105,713704,2895303,550,0
000423.SZ,20260709,3,202,-1049050,559,-1045976,7584604,508,559,0.007283633247643604,0,2195385,2827695,3288131,47.02,2260214,0,1998265,306,1509486,46.7,-1049050,2114961,0,0,0,116696,0,1211164,463510,5389219,559,0
000423.SZ,20260709,4,176,748604,530,-23391,6399489,458,530,-0.0019140791152701703,0,3076429,1417088,4442362,46.93,450388,0,2494054,282,2276670,47.05,748604,2256055,0,0,0,-237999,0,1198992,2253279,3323060,530,0
000423.SZ,20260709,5,137,358089,426,28253,4910611,391,427,0.0029831664180694772,1,954448,1504143,3199525,47.07,484026,0,724162,254,1337293,46.98,358089,2860308,0,0,0,2136146,0,842115,1365546,3956163,427,0
000423.SZ,20260709,6,157,1177622,514,127268,4646797,463,516,-0.0016995963458678201,2,1642121,1293740,3018771,46.99,239800,0,1308147,306,547409,47.07,1177622,1681428,0,0,0,373281,0,1417422,674677,3004676,516,0
000423.SZ,20260709,7,57,9368,166,-206643,1370872,155,166,-0.0023409236007661083,0,708807,389574,690185,46.88,61000,0,647807,98,291243,46.98,9368,591697,0,0,0,-56110,0,70368,84600,662065,166,0
000423.SZ,20260709,8,106,-51412,271,-32881,2064023,227,271,0.0002133105802047357,0,1186681,905133,863389,46.89,206333,0,952157,121,9668,46.89,-51412,750612,0,0,0,-201545,0,154921,-23213,877342,271,0
000423.SZ,20260709,9,72,65641,164,-60948,1294606,144,164,-0.001279590531030119,0,839464,572023,586581,46.83,37478,0,764490,72,-51083,46.89,65641,389519,0,0,0,-374971,0,103119,-112031,455142,164,0
000423.SZ,20260709,10,72,243759,233,-23455,2016468,200,233,0.0017083066410420308,0,787674,534353,1289766,46.91,32850,0,703275,128,511654,46.83,243759,1003734,0,0,0,300459,0,276609,488199,1228794,233,0
000423.SZ,20260709,11,59,183199,201,-122022,1496828,177,201,0.001279044979748503,0,614381,450113,830861,46.97,51534,0,572213,118,197549,46.91,183199,638348,0,0,0,66135,0,234733,75527,882447,201,0
000423.SZ,20260709,12,72,122037,205,-1897383,3215571,168,205,-0.0025548222269533203,0,2530486,426683,703753,46.85,18737,0,2507056,96,155033,46.95,122037,549004,0,0,0,-1958052,0,140774,-1742350,685085,205,0
000423.SZ,20260709,13,72,4705,216,-18731,1656773,205,216,0.0032017075773745694,0,487963,455013,1145441,47,51627,0,441025,133,685723,46.85,4705,1107789,0,0,0,666764,0,56332,666992,1168810,216,0
000423.SZ,20260709,14,77,37623,168,-70373,1074405,152,170,-0.001063829787233982,2,572225,506526,469326,46.95,37491,0,534734,75,-74823,46.97,37623,427066,0,0,0,-107668,0,75114,-145196,502180,170,0
000423.SZ,20260709,15,74,93996,241,4688,1940360,234,241,0.0017039403620872904,0,474394,511976,1395520,47.03,51673,0,422721,160,789548,46.94,93996,1320297,0,0,0,897576,0,145669,794236,1465966,241,0
000423.SZ,20260709,16,147,193067,388,-131767,3694826,348,389,0.00021263023601951969,1,1440296,1171743,2184146,47.04,357641,0,1148571,201,819336,47.02,193067,1637906,0,0,0,489335,0,550708,687569,2254530,389,0
000423.SZ,20260709,17,70,550277,168,-61090,1861555,156,168,-0.0008503401360544036,0,1339675,639097,1086130,47,178545,0,554554,86,-103244,47.03,550277,399634,0,0,0,-154920,0,728822,-164334,521880,168,0
000423.SZ,20260709,18,199,2160104,488,-42419,6327989,463,489,0.0012765957446808994,1,2301118,2523133,3555241,47.06,684059,0,1574558,264,-1127996,47,2160104,1225209,0,0,0,-349349,0,2844163,-1170415,4026871,489,0
000423.SZ,20260709,19,74,80079,205,141188,1642368,186,205,0.0006374840628984516,0,644474,545614,814364,47.09,23519,0,616245,112,188671,47.02,80079,899006,0,0,0,282761,0,103598,329859,997894,205,0
000423.SZ,20260709,20,90,127468,222,75540,2307531,217,227,0.0019112338076023847,5,1016622,1011824,1163659,47.18,150469,0,880213,127,24367,47.06,127468,998912,0,0,0,118699,0,277937,99907,1290909,227,0
000423.SZ,20260709,21,111,146718,251,-18862,2931124,236,254,0.0004239084357779382,3,1203323,1141881,1524981,47.2,259366,0,1033452,125,236382,47.2,146718,1232222,0,0,0,198770,0,406084,217520,1727801,254,0
000423.SZ,20260709,22,108,-61239,200,14128,1734880,195,202,-0.002966101694915266,2,994551,919162,782736,47.06,165005,0,890840,87,-75187,47.2,-61239,575269,0,0,0,-315571,0,103766,-61059,740329,202,0
000423.SZ,20260709,23,63,-37394,168,-56487,1539279,165,168,0.0010624734381639855,0,729610,738800,743992,47.11,206936,0,640161,102,42585.999999999985,47.07,-37394,522640,0,0,0,-117521,0,169542,-13901.000000000015,809669,168,0
000423.SZ,20260709,24,153,376248.16,384,-4402,4444433.24,363,384,0.0014858841010401249,0,1929213,1674241,2482518.24,47.18,763909,0,1070822,210,432029.08,47.09,376248.16,1469545.08,0,0,0,398723.08,0,1140157.16,427627.08,2515220.24,384,0
000423.SZ,20260709,25,66,3062167,248,23529,4117205,240,248,-0.0010597710894446196,0,1126940,456822,3589750,47.13,14121,0,461563,174,70761,47.15,3062167,565233,0,0,0,103670,0,3076288,94290,2990265,248,0
000423.SZ,20260709,26,110,-346369,190,-14058,2064399,169,190,-0.003819223424570331,0,1141919,1358110,598293,46.95,511463,0,729000,59,-413448,47.13,-346369,658842,0,0,0,-70158,0,165094,-427506,922480,190,0
000423.SZ,20260709,27,104,3,173,-32823,1411786,165,173,-0.002342917997870062,0,1022496,877156,483051,46.84,168812,0,727076,61,-394108,46.96,3,347083,0,0,0,-379993,0,168815,-426931,389290,173,0
000423.SZ,20260709,28,83,-215517,132,6,909071,130,132,0.0006404782237402653,0,468610,571660,328037,46.87,224898,0,374892,47,-28106,46.84,-215517,299900,0,0,0,-74992,0,9381,-28100,440461,132,0
000423.SZ,20260709,29,85,-32795,183,9374,1645102,181,183,0.00021335609131651625,0,632642,613893,1021835,46.88,32795,0,599847,96,440737,46.87,-32795,1012460,0,0,0,412613,0,0,450111,1012460,183,0
